code,short_description,long_description,category,chapter,is_billable
S42422P,"Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion","Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion",S42,19,true
S42422S,"Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, sequela","Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, sequela",S42,19,true
S42423A,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture","Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture",S42,19,true
S42423B,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for open fracture","Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for open fracture",S42,19,true
S42423D,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with routine healing","Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42423G,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with delayed healing","Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42423K,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion","Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42423P,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion","Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",S42,19,true
S42423S,"Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, sequela","Displaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, sequela",S42,19,true
S42424A,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, initial encounter for closed fracture","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, initial encounter for closed fracture",S42,19,true
S42424B,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, initial encounter for open fracture","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, initial encounter for open fracture",S42,19,true
S42424D,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with routine healing","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42424G,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with delayed healing","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42424K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42424P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, subsequent encounter for fracture with malunion",S42,19,true
S42424S,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, sequela","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of right humerus, sequela",S42,19,true
S42425A,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, initial encounter for closed fracture","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, initial encounter for closed fracture",S42,19,true
S42425B,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, initial encounter for open fracture","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, initial encounter for open fracture",S42,19,true
S42425D,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with routine healing","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42425G,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with delayed healing","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42425K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42425P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion",S42,19,true
S42425S,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, sequela","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, sequela",S42,19,true
S42426A,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture",S42,19,true
S42426B,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for open fracture","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for open fracture",S42,19,true
S42426D,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with routine healing","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42426G,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with delayed healing","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42426K,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42426P,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with malunion",S42,19,true
S42426S,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, sequela","Nondisplaced comminuted supracondylar fracture without intercondylar fracture of unspecified humerus, sequela",S42,19,true
S42431A,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, initial encounter for closed fracture","Displaced fracture (avulsion) of lateral epicondyle of right humerus, initial encounter for closed fracture",S42,19,true
S42431B,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, initial encounter for open fracture","Displaced fracture (avulsion) of lateral epicondyle of right humerus, initial encounter for open fracture",S42,19,true
S42431D,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with routine healing","Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42431G,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with delayed healing","Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42431K,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion","Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42431P,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion","Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion",S42,19,true
S42431S,"Displaced fracture (avulsion) of lateral epicondyle of right humerus, sequela","Displaced fracture (avulsion) of lateral epicondyle of right humerus, sequela",S42,19,true
S42432A,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, initial encounter for closed fracture","Displaced fracture (avulsion) of lateral epicondyle of left humerus, initial encounter for closed fracture",S42,19,true
S42432B,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, initial encounter for open fracture","Displaced fracture (avulsion) of lateral epicondyle of left humerus, initial encounter for open fracture",S42,19,true
S42432D,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with routine healing","Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42432G,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with delayed healing","Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42432K,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion","Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42432P,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion","Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion",S42,19,true
S42432S,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, sequela","Displaced fracture (avulsion) of lateral epicondyle of left humerus, sequela",S42,19,true
S42433A,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, initial encounter for closed fracture","Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, initial encounter for closed fracture",S42,19,true
S42433B,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, initial encounter for open fracture","Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, initial encounter for open fracture",S42,19,true
S42433D,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with routine healing","Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42433G,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with delayed healing","Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42433K,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion","Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42433P,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with malunion","Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",S42,19,true
S42433S,"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, sequela","Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, sequela",S42,19,true
S42434A,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, initial encounter for closed fracture","Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, initial encounter for closed fracture",S42,19,true
S42434B,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, initial encounter for open fracture","Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, initial encounter for open fracture",S42,19,true
S42434D,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with routine healing","Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42434G,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with delayed healing","Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42434K,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion","Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42434P,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion","Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion",S42,19,true
S42434S,"Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, sequela","Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, sequela",S42,19,true
S42435A,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, initial encounter for closed fracture","Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, initial encounter for closed fracture",S42,19,true
S42435B,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, initial encounter for open fracture","Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, initial encounter for open fracture",S42,19,true
S42435D,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with routine healing","Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42435G,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with delayed healing","Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42435K,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion","Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42435P,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion","Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion",S42,19,true
S42435S,"Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, sequela","Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, sequela",S42,19,true
S42436A,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, initial encounter for closed fracture","Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, initial encounter for closed fracture",S42,19,true
S42436B,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, initial encounter for open fracture","Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, initial encounter for open fracture",S42,19,true
S42436D,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with routine healing","Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42436G,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with delayed healing","Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42436K,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion","Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42436P,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with malunion","Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",S42,19,true
S42436S,"Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, sequela","Nondisplaced fracture (avulsion) of lateral epicondyle of unspecified humerus, sequela",S42,19,true
S42441A,"Displaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for closed fracture","Displaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for closed fracture",S42,19,true
S42441B,"Displaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for open fracture","Displaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for open fracture",S42,19,true
S42441D,"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with routine healing","Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42441G,"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with delayed healing","Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42441K,"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion","Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42441P,"Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion","Displaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion",S42,19,true
S42441S,"Displaced fracture (avulsion) of medial epicondyle of right humerus, sequela","Displaced fracture (avulsion) of medial epicondyle of right humerus, sequela",S42,19,true
S42442A,"Displaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for closed fracture","Displaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for closed fracture",S42,19,true
S42442B,"Displaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for open fracture","Displaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for open fracture",S42,19,true
S42442D,"Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with routine healing","Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42442G,"Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with delayed healing","Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42442K,"Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion","Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42442P,"Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion","Displaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion",S42,19,true
S42442S,"Displaced fracture (avulsion) of medial epicondyle of left humerus, sequela","Displaced fracture (avulsion) of medial epicondyle of left humerus, sequela",S42,19,true
S42443A,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for closed fracture","Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for closed fracture",S42,19,true
S42443B,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for open fracture","Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for open fracture",S42,19,true
S42443D,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with routine healing","Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42443G,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with delayed healing","Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42443K,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion","Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42443P,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion","Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",S42,19,true
S42443S,"Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, sequela","Displaced fracture (avulsion) of medial epicondyle of unspecified humerus, sequela",S42,19,true
S42444A,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for closed fracture","Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for closed fracture",S42,19,true
S42444B,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for open fracture","Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, initial encounter for open fracture",S42,19,true
S42444D,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with routine healing","Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42444G,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with delayed healing","Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42444K,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion","Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42444P,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion","Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion",S42,19,true
S42444S,"Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, sequela","Nondisplaced fracture (avulsion) of medial epicondyle of right humerus, sequela",S42,19,true
S42445A,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for closed fracture","Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for closed fracture",S42,19,true
S42445B,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for open fracture","Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, initial encounter for open fracture",S42,19,true
S42445D,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with routine healing","Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42445G,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with delayed healing","Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42445K,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion","Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42445P,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion","Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion",S42,19,true
S42445S,"Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, sequela","Nondisplaced fracture (avulsion) of medial epicondyle of left humerus, sequela",S42,19,true
S42446A,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for closed fracture","Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for closed fracture",S42,19,true
S42446B,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for open fracture","Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for open fracture",S42,19,true
S42446D,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with routine healing","Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42446G,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with delayed healing","Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42446K,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion","Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42446P,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion","Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",S42,19,true
S42446S,"Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, sequela","Nondisplaced fracture (avulsion) of medial epicondyle of unspecified humerus, sequela",S42,19,true
S42447A,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, initial encounter for closed fracture","Incarcerated fracture (avulsion) of medial epicondyle of right humerus, initial encounter for closed fracture",S42,19,true
S42447B,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, initial encounter for open fracture","Incarcerated fracture (avulsion) of medial epicondyle of right humerus, initial encounter for open fracture",S42,19,true
S42447D,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with routine healing","Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42447G,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with delayed healing","Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42447K,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion","Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42447P,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion","Incarcerated fracture (avulsion) of medial epicondyle of right humerus, subsequent encounter for fracture with malunion",S42,19,true
S42447S,"Incarcerated fracture (avulsion) of medial epicondyle of right humerus, sequela","Incarcerated fracture (avulsion) of medial epicondyle of right humerus, sequela",S42,19,true
S42448A,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, initial encounter for closed fracture","Incarcerated fracture (avulsion) of medial epicondyle of left humerus, initial encounter for closed fracture",S42,19,true
S42448B,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, initial encounter for open fracture","Incarcerated fracture (avulsion) of medial epicondyle of left humerus, initial encounter for open fracture",S42,19,true
S42448D,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with routine healing","Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42448G,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with delayed healing","Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42448K,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion","Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42448P,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion","Incarcerated fracture (avulsion) of medial epicondyle of left humerus, subsequent encounter for fracture with malunion",S42,19,true
S42448S,"Incarcerated fracture (avulsion) of medial epicondyle of left humerus, sequela","Incarcerated fracture (avulsion) of medial epicondyle of left humerus, sequela",S42,19,true
S42449A,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for closed fracture","Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for closed fracture",S42,19,true
S42449B,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for open fracture","Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, initial encounter for open fracture",S42,19,true
S42449D,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with routine healing","Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with routine healing",S42,19,true
S42449G,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with delayed healing","Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with delayed healing",S42,19,true
S42449K,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion","Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with nonunion",S42,19,true
S42449P,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion","Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, subsequent encounter for fracture with malunion",S42,19,true
S42449S,"Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, sequela","Incarcerated fracture (avulsion) of medial epicondyle of unspecified humerus, sequela",S42,19,true
S42451A,"Displaced fracture of lateral condyle of right humerus, initial encounter for closed fracture","Displaced fracture of lateral condyle of right humerus, initial encounter for closed fracture",S42,19,true
S42451B,"Displaced fracture of lateral condyle of right humerus, initial encounter for open fracture","Displaced fracture of lateral condyle of right humerus, initial encounter for open fracture",S42,19,true
